id,name,url,cat,domain,desc,type,size,freq,license,api,dl,reg,level,compute,projects
BIO097,Zebrafish Model Organism DB (ZFIN),https://zfin.org,Biology,Model Organism Genetics,"Zebrafish genetic and genomic data, phenotypes, antibodies",CSV/XML/FASTA,GB,Continuous,CC-BY-4.0,True,True,False,Intermediate,CPU,Phenotype-genotype ML | Drug effect prediction | Vertebrate development modeling
BIO098,Bgee Gene Expression Evolution,https://www.bgee.org,Biology,Evolutionary Transcriptomics,Gene expression data across species and developmental stages,TSV/SQL,GB,Annual,CC0,True,True,False,Intermediate,GPU,Cross-species expression comparison | Evolutionary constraint modeling | Developmental stage classification
BIO099,MorphoSource 3D Morphology,https://www.morphosource.org,Biology,Evolutionary Biology,"3D scans of biological specimens: fossils, skeletons, shells",STL/OBJ/PLY,TB,Continuous,CC-BY-4.0,True,True,True,Intermediate,GPU,3D shape classification | Morphological evolution modeling | Digital paleontology
BIO100,MorphoSource 3D Morphology,https://www.morphosource.org,Biology,Biodiversity Heritage Library,Millions of pages of digitized natural history literature,XML/PDF/JSON,TB,Continuous,CC-BY,True,True,False,Intermediate,GPU,Historical species occurrence extraction | NLP for taxonomy | Biodiversity literature mining
CHEM001,PubChem Compound Database,https://pubchem.ncbi.nlm.nih.gov,Chemistry,Chemical Informatics,"120M+ chemical substances with bioactivity, spectra, properties",SDF/JSON/CSV,TB,Weekly,Public Domain (NCBI),True,True,False,Beginner,CPU/GPU,Molecular property prediction | Drug-likeness screening | Chemical space visualization
CHEM002,Materials Project Database,https://materialsproject.org,Chemistry,Materials Chemistry,DFT-computed properties for 150k+ inorganic materials,JSON/CSV,GB,Continuous,CC-BY-4.0,True,True,True,Intermediate,GPU,Band gap prediction | Crystal stability ML | Materials discovery GNNs
CHEM003,NOMAD Repository (DFT data),https://nomad-lab.eu,Chemistry,Computational Chemistry,"14M+ DFT calculations: energies, structures, electronic properties",JSON/HDF5/VASP,TB,Continuous,CC-BY-4.0,True,True,False,Advanced,GPU,Universal ML interatomic potential | Electronic structure prediction | Materials foundation model
CHEM004,QM9 Molecular Properties Dataset,https://quantum-machine.org/datasets,Chemistry,Quantum Chemistry,Properties of 134k stable molecules — standard GNN benchmark,XYZ/JSON,2.5 GB,Static,CC-BY-4.0,False,True,False,Intermediate,GPU,Molecular property regression | Message passing neural networks | Graph transformer benchmarking
CHEM005,Open Reaction Database (ORD),https://open-reaction-database.org,Chemistry,Organic Chemistry,2.7M+ structured organic chemistry reactions,Protobuf/JSON,GB,Continuous,CC-BY-4.0,True,True,False,Advanced,GPU,Reaction yield prediction | Retrosynthesis planning | Reaction condition optimization
CHEM006,Crystallography Open Database (COD),https://www.crystallography.net,Chemistry,Crystallography,500k+ crystal structures freely downloadable,CIF,GB,Continuous,CC0/Open Access,True,True,False,Intermediate,GPU,Crystal structure prediction | Space group classification | Property prediction from crystal geometry
CHEM007,MoleculeNet Benchmark Datasets,https://moleculenet.org,Chemistry,Drug Chemistry,17 curated benchmark datasets for molecular ML,CSV/SMILES,GB,Static,MIT,False,True,False,Beginner,GPU,Molecular property prediction benchmarking | GNN comparison | Drug discovery pipeline
CHEM008,ZINC20 Virtual Screening Library,https://zinc20.docking.org,Chemistry,Drug Chemistry,1B+ purchasable compounds for virtual screening,SMILES/SDF/MOL2,TB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Virtual screening pipeline | Generative drug design | Molecular diversity analysis
CHEM009,SDBS Spectral Database (AIST Japan),https://sdbs.db.aist.go.jp,Chemistry,Spectroscopy,"NMR, IR, MS, Raman spectra for 35k+ organic compounds",JDX (JCAMP-DX),GB,Periodic,Free for research,False,True,False,Intermediate,CPU,Spectral identification ML | Molecular fingerprint prediction | Spectral denoising
CHEM010,NIST Chemistry WebBook,https://webbook.nist.gov,Chemistry,Physical Chemistry,"Thermodynamic, spectroscopic, reaction properties from NIST",JSON/TXT/JDX,GB,Continuous,US Gov Public Domain,True,True,False,Beginner,CPU,Thermodynamic property prediction | Reaction energy ML | Chemical database completion
CHEM011,ANI Quantum Chemistry Datasets,https://github.com/isayev/ANI1_dataset,Chemistry,Quantum Chemistry,22M quantum chemistry calculations for ML potential training,HDF5,50+ GB,Static,MIT,False,True,False,Advanced,GPU,ML force field development | Molecular dynamics simulation | Energy/force prediction
CHEM012,Harvard Clean Energy Project,https://cepdb.molecularspace.org,Chemistry,Materials Chemistry,DFT calculated properties of 2.3M organic photovoltaic molecules,JSON/CSV,GB,Static,CC-BY-4.0,False,True,False,Advanced,GPU,OPV efficiency prediction | Virtual screening for photovoltaics | Generative molecular design for solar
CHEM013,EPA CompTox Chemical Dashboard,https://comptox.epa.gov/dashboard,Chemistry,Environmental Chemistry,DSSTox database of 875k+ chemicals with toxicity data,CSV/SDF/JSON,GB,Continuous,US Gov Open Data (CC0),True,True,False,Intermediate,GPU,Toxicity prediction (QSAR) | Green chemistry ML | Environmental fate modeling
CHEM014,ThermoML Archive (NIST-TRC),https://trc.nist.gov/ThermoML.html,Chemistry,Thermodynamics,Thermodynamic property archive in ThermoML standard,ThermoML (XML),GB,Continuous,US Gov Open Data,False,True,False,Intermediate,CPU,Thermodynamic equation learning | Property prediction from structure | Phase behavior modeling
CHEM015,Battery Archive (BatteryArchive.org),https://www.batteryarchive.org,Chemistry,Electrochemistry,"Open battery cycling data: capacity, voltage, cycle life",CSV/HDF5,GB,Continuous,CC-BY-4.0,True,True,False,Intermediate,GPU,Battery lifetime prediction | Degradation mechanism classification | State-of-health forecasting
CHEM016,Open Catalyst Project (OC20/OC22),https://opencatalystproject.org,Chemistry,Catalysis,1.3M DFT relaxations for electrocatalyst discovery,LMDB/HDF5/JSON,TB,Annual releases,CC-BY-4.0,True,True,False,Research,HPC,Adsorption energy prediction | Catalyst screening ML | GNN for heterogeneous catalysis
CHEM017,GNPS Mass Spectrometry Library,https://gnps.ucsd.edu,Chemistry,Mass Spectrometry,Community natural product and metabolite MS/MS library,MGF/JSON,TB,Continuous,CC-BY-4.0,True,True,True,Advanced,GPU,Spectral library matching ML | De novo metabolite ID | Molecular networking
CHEM018,NIST Atomic Spectra Database,https://physics.nist.gov/asd,Chemistry,Atomic Spectroscopy,"Energy levels, wavelengths, transition probabilities for atoms",CSV/JSON,GB,Continuous,US Gov Public Domain,True,True,False,Intermediate,CPU,Spectral line identification ML | Atomic property prediction | Plasma composition analysis
CHEM019,ChEMBL Bioactivity Data,https://www.ebi.ac.uk/chembl,Chemistry,Drug Chemistry,Bioactivity for 2.4M+ compounds vs. 15k+ targets,CSV/SQL/SDF/JSON,GB,Quarterly,CC-BY-SA-3.0,True,True,False,Intermediate,GPU,IC50 prediction | Target selectivity modeling | Kinase inhibitor design
CHEM020,GDB Databases (GDB-11/13/17),https://gdb.unibe.ch,Chemistry,Chemical Informatics,Exhaustive enumeration of small drug-like molecules,SMILES/SDF,GB,Static,CC-BY-4.0,False,True,False,Advanced,GPU,Chemical space exploration | Generative model training | Fragment-based drug discovery
CHEM021,GEOM Drug Conformers Dataset,https://github.com/learningmatter-mit/geom,Chemistry,Computational Chemistry,37M 3D drug conformers generated with CREST/xTB,XYZ/SMILES/JSON,150 GB,Static,MIT,False,True,False,Advanced,GPU,3D molecular generation | Conformer sampling ML | Drug pose prediction
CHEM022,PCQM4Mv2 (OGB Large-Scale),https://ogb.stanford.edu/docs/lsc/pcqm4mv2,Chemistry,Quantum Chemistry,3.8M molecules with DFT HOMO-LUMO gap for large-scale ML,CSV/SMILES/SDF,10+ GB,Static,CC-BY-4.0,False,True,False,Advanced,GPU,Graph Transformer benchmarking | Large-scale molecular ML | Foundation model pretraining
CHEM023,SureChEMBL Patent Chemistry,https://www.surechembl.org,Chemistry,Pharmaceutical Chemistry,Patent chemistry: 22M+ compounds from patent literature,SMILES/SDF,TB,Monthly,CC0,True,True,False,Advanced,GPU,IP landscape analysis | Novel chemistry mining | Patent claim ML
CHEM024,HMDB Metabolite Spectra,https://hmdb.ca/spectra,Chemistry,Metabolomics,"NMR, MS, MSMS reference spectra for 220k+ metabolites",XML/mzML/JDX,TB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Metabolite identification ML | Spectral similarity search | Biomarker discovery
CHEM025,PolyInfo Polymer Database (NIMS),https://polymer.nims.go.jp,Chemistry,Polymer Chemistry,"Polymer structure, property, and synthesis data from NIMS",CSV/JSON,GB,Continuous,CC-BY-4.0,True,True,True,Intermediate,GPU,Polymer sequence-property prediction | Dielectric property ML | Polymer informatics
CHEM026,EPA ToxCast Toxicity Data,https://www.epa.gov/comptox-tools/toxcast,Chemistry,Toxicology,High-throughput toxicity screening of 10k+ chemicals,CSV/JSON,GB,Annual,US Gov Open Data,True,True,False,Intermediate,GPU,Toxicity prediction ML | Green chemistry screening | QSAR toxicology models
CHEM027,NIST Chemical Kinetics Database,https://kinetics.nist.gov,Chemistry,Chemical Kinetics,Gas-phase chemical kinetics data from NIST,CSV/TXT,GB,Continuous,US Gov Public Domain,False,True,False,Intermediate,CPU,Rate constant prediction | Reaction network modeling | Combustion chemistry ML
CHEM028,MatBench Materials Benchmark,https://matbench.materialsproject.org,Chemistry,Materials ML,13 benchmark tasks for materials property prediction,JSON/CSV,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Crystal property GNNs | Formation energy prediction | Materials ML benchmarking
CHEM029,BindingDB Protein-Ligand Affinity,https://www.bindingdb.org,Chemistry,Drug Chemistry,2.8M+ measured binding affinities for drug-target pairs,TSV/SDF/JSON,GB,Monthly,CC-BY-3.0,True,True,False,Intermediate,GPU,Binding affinity prediction | Virtual screening ML | Drug repurposing
CHEM030,ExCAPE-DB Drug Activity,https://solr.ideaconsult.net/search/excape,Chemistry,Drug Chemistry,70M+ compound-target activity records,CSV/SDF,GB,Static,CC-BY-4.0,False,True,False,Intermediate,GPU,Large-scale QSAR modeling | Multi-task activity prediction | Chemical space mapping
CHEM031,ZINC22 Ultra-Large Library,https://cartblanche22.docking.org,Chemistry,Drug Chemistry,37B make-on-demand compounds for ultra-large virtual screening,SMILES/SDF,PB,Annual,CC-BY-4.0,True,True,False,Research,HPC,Ultra-large scale docking | Molecular property ML at scale | Chemical space foundation model
CHEM032,ESOL Aqueous Solubility Dataset,https://github.com/deepchem/deepchem,Chemistry,Physical Chemistry,"Water solubility measurements for 1,128 compounds",CSV/SMILES,KB,Static,MIT,False,True,False,Beginner,CPU,Solubility regression | Graph property prediction | Molecular descriptor ML
CHEM033,FreeSolv Hydration Free Energy,https://github.com/MobleyLab/FreeSolv,Chemistry,Physical Chemistry,Hydration free energies for 643 neutral organic molecules,CSV/SMILES,KB,Static,CC-BY-4.0,False,True,False,Intermediate,GPU,Solvation energy prediction | Thermodynamic ML benchmark | Physics-ML hybrid models
CHEM034,USPTO Reaction Dataset (1M),https://github.com/wengong-jin/nips17-rexgen,Chemistry,Organic Chemistry,1M+ USPTO reactions for reaction prediction benchmarks,SMILES/CSV,GB,Static,Public Domain,False,True,False,Intermediate,GPU,Forward reaction prediction | Atom mapping ML | Template-free retrosynthesis
CHEM035,ORDerly Clean Reaction Dataset,https://github.com/open-reaction-database/orderly,Chemistry,Organic Chemistry,Clean extracted reactions from USPTO and literature,CSV/Parquet,GB,Annual,CC-BY-4.0,False,True,False,Intermediate,GPU,Reaction condition prediction | Yield prediction | Retrosynthesis ML
CHEM036,MXene Database (2DMatPedia),https://www.2dmatpedia.org,Chemistry,2D Materials Chemistry,Computational properties of 6000+ 2D materials,JSON/CIF,GB,Annual,CC-BY-4.0,True,True,False,Advanced,GPU,2D material property prediction | Stability screening | Electronic structure ML
CHEM037,RRUFF Mineral Raman Spectra,https://rruff.info,Chemistry,Mineralogy/Spectroscopy,Raman spectra and crystal structures of 3600+ mineral species,ASCII/CIF,GB,Continuous,CC-BY-NC-4.0,False,True,False,Intermediate,GPU,Mineral identification ML | Raman spectral classification | Automated mineralogy
CHEM038,ChemDataExtractor Chemistry Data,https://chemdataextractor.org,Chemistry,Chemistry NLP,Extracted chemical properties from 5M+ scientific papers,JSON/CSV,GB,Periodic,MIT,False,True,False,Advanced,GPU,Property extraction NLP | Literature-based ML training | Chemistry knowledge graph
CHEM039,OPERA QSAR Training Data,https://github.com/kmansouri/OPERA,Chemistry,Computational Chemistry,OPERA QSAR training data for 18 physicochemical properties,CSV,GB,Annual,MIT,False,True,False,Intermediate,GPU,Multi-property QSAR | Regulatory property prediction | Transfer learning for chemistry
CHEM040,SMRT Retention Time Database,https://www.ebi.ac.uk/metabolights/MTBLS528,Chemistry,Analytical Chemistry,80k+ HPLC retention time measurements for metabolites,CSV,MB,Static,CC-BY,False,True,False,Intermediate,GPU,Retention time prediction | Column chromatography ML | Untargeted metabolomics
CHEM041,NCI-60 Drug Sensitivity Panel,https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/nci60,Chemistry,Cancer Chemistry,Drug sensitivity for 60 cancer cell lines vs. 50k+ compounds,CSV,GB,Continuous,US Gov Open Data,True,True,False,Intermediate,GPU,Cancer drug sensitivity prediction | QSAR for oncology | Drug combination synergy ML
CHEM042,PDBbind Protein-Ligand Benchmark,http://www.pdbbind.org.cn,Chemistry,Computational Chemistry,Binding affinity data for protein-ligand complexes,PDB/CSV,GB,Annual,Free academic,False,True,True,Advanced,GPU,Binding affinity prediction | Scoring function ML | Docking pose ranking
CHEM043,NIST Infrared Spectra Library,https://webbook.nist.gov/chemistry/vib-ser,Chemistry,Spectroscopy,Experimental IR spectra for 16k+ organic compounds,JCAMP-DX,GB,Continuous,US Gov Public Domain,False,True,False,Intermediate,GPU,IR spectral fingerprinting | Compound identification ML | Spectral library searching
CHEM044,OChemDb Open Chemistry Database,https://ochem.eu,Chemistry,Multi-domain Chemistry,800k+ experimental physicochemical property records,CSV/SDF/JSON,GB,Continuous,CC-BY-NC-SA-3.0,True,True,True,Intermediate,GPU,Multi-property ML models | ADMET prediction | Chemical property database completion
CHEM045,EPA Safer Chemical Data,https://www.epa.gov/saferchoice/safer-ingredients,Chemistry,Green Chemistry,Green chemistry ingredient safety ratings and properties,CSV/JSON,MB,Annual,US Gov Open Data,False,True,False,Beginner,CPU,Green solvent prediction | Safer alternative screening | Regulatory compliance ML
CHEM046,CCSD(T) Benchmark Energy Sets,https://benchmark.chemistry.lbl.gov,Chemistry,Quantum Chemistry,Gold-standard CCSD(T) energies for molecules and reactions,JSON/CSV,GB,Periodic,CC-BY-4.0,False,True,False,Research,HPC,ML correction to DFT | Delta-learning approach | Reaction barrier prediction
CHEM047,AFLOW-FIRE Force Field Data,https://aflowlib.org/aflow-fire,Chemistry,Computational Chemistry,ML interatomic potential training data from AFLOW,JSON/HDF5,TB,Continuous,CC-BY-4.0,True,True,False,Research,HPC,Universal ML potential training | Multi-element property prediction | Atomic simulation emulation
CHEM048,GNoME Materials Stability (DeepMind),https://github.com/google-deepmind/gnome,Chemistry,Materials Chemistry,2.2M stable crystal structures from DeepMind GNoME AI,CIF/JSON,GB,Static (2023),CC-BY-4.0,False,True,False,Advanced,GPU,Crystal stability screening | Composition-structure prediction | Novel materials generation
CHEM049,OQMD Crystal DFT Properties,https://oqmd.org,Chemistry,Materials Science,DFT thermodynamic properties of ~1M compounds,JSON/CSV,GB,Continuous,CC-BY-4.0,True,True,False,Advanced,GPU,Formation energy prediction | Phase stability screening | Crystal graph neural networks
CHEM050,RECON3D Human Metabolism,https://www.vmh.life,Chemistry,Biochemistry,Stoichiometric reconstruction of human metabolism,SBML/JSON/MATLAB,GB,Annual,CC-BY-4.0,True,True,False,Advanced,GPU,Flux balance analysis | Metabolic network GNN | Drug metabolite prediction
CHEM051,NIST Polymer Properties Database,https://polymers.nist.gov,Chemistry,Polymer Chemistry,Thermal and mechanical properties of polymers from NIST,CSV/JSON,GB,Periodic,US Gov Public Domain,False,True,False,Intermediate,CPU,Tg prediction | Polymer blend property ML | Chain length effects modeling
CHEM052,Lipophilicity Dataset (Llinas),https://github.com/deepchem/deepchem,Chemistry,Physical Chemistry,Experimental octanol/water logD values for 4200 compounds,CSV/SMILES,MB,Static,MIT,False,True,False,Beginner,CPU,LogD prediction ML | ADMET property modeling | Molecular featurization comparison
CHEM053,PCBA BioAssay Dataset,https://moleculenet.org/datasets-1,Chemistry,Drug Chemistry,437 bioassays from PubChem for 440k+ compounds,CSV/SMILES,GB,Static,Public Domain (NCBI),False,True,False,Advanced,GPU,Multi-task bioactivity prediction | Scaffold-based splitting evaluation | Activity cliff detection
CHEM054,ClinTox Clinical Toxicology,https://moleculenet.org/datasets-1,Chemistry,Toxicology,1478 drugs with FDA approval status and clinical toxicity,CSV/SMILES,MB,Static,MIT,False,True,False,Intermediate,GPU,FDA approval prediction | Clinical failure prediction | Safety-efficacy tradeoff ML
CHEM055,CCCBDB Computational Chemistry DB,https://cccbdb.nist.gov,Chemistry,Quantum Chemistry,Experimental and computed thermochemical data for 1000+ molecules,CSV/TXT,GB,Continuous,US Gov Public Domain,False,True,False,Advanced,GPU,Thermochemistry ML benchmark | Vibrational frequency prediction | ZPE correction ML
CHEM056,CHARMM Biomolecule Force Fields,https://www.charmm.org,Chemistry,Computational Chemistry,Molecular mechanics force field parameters for biomolecules,CHARMM param/rtf,GB,Periodic,Open Academic,False,True,False,Research,HPC,ML force field improvement | MD simulation acceleration | Protein-ligand interaction ML
CHEM057,3D-MaSIF Protein Surface Data,https://github.com/lpdi-epfl/masif,Chemistry,Structural Chemistry,Molecular surface features for protein-protein interaction sites,HDF5/NPZ,GB,Static,Apache 2.0,False,True,False,Research,GPU,Binding site prediction | Protein surface ML | Protein-ligand docking ML
CHEM058,Polymer Property Reference Database,https://polymerdatabase.com,Chemistry,Polymer Chemistry,"Mechanical, thermal, electrical properties of 1000+ polymers",CSV/JSON,MB,Periodic,Free for research,False,True,False,Intermediate,CPU,Polymer property prediction | Glass transition temperature ML | Polymer design for applications
CHEM059,Enamine REAL Space Library,https://enamine.net/compound-collections,Chemistry,Drug Chemistry,6.7B accessible compounds for virtual synthesis,SMILES,TB,Quarterly,CC-BY-4.0,False,True,False,Research,HPC,Ultra-large virtual screening | Generative chemistry | Drug diversity analysis
CHEM060,COCONUT Natural Products Chemistry,https://coconut.naturalproducts.net,Chemistry,Natural Product Chemistry,700k+ natural product structures from global databases,SDF/SMILES/JSON,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,NP-likeness scoring | Natural product synthesis ML | Bioactivity prediction
CHEM061,ACOS Atmospheric Chemistry (NCAR),https://acom.ucar.edu/models/cam-chem,Chemistry,Atmospheric Chemistry,Atmospheric chemistry model output: species concentrations,NetCDF,TB,Periodic,CC-BY-4.0,False,True,False,Advanced,HPC,Atmospheric reaction rate prediction | Air quality ML emulator | Photochemistry network modeling
CHEM062,NIST Gas Phase Ion Energetics,https://webbook.nist.gov/chemistry/ion,Chemistry,Physical Chemistry,"Ionization energies, electron affinities, proton affinities",JSON/TXT,MB,Continuous,US Gov Public Domain,True,True,False,Intermediate,CPU,Ionization energy ML | Electronic property prediction | Molecular ion stability
CHEM063,FDA Drug Approvals & Interactions API,https://open.fda.gov/apis/drug,Chemistry,Pharmaceutical Chemistry,"FDA drug labels, adverse events, and approvals via open API",JSON,TB,Continuous,US Gov Open Data,True,True,False,Beginner,CPU,Drug interaction prediction | Adverse event ML | Regulatory NLP pipeline
CHEM064,eMolecules Screening Library,https://www.emolecules.com/info/products-data-downloads.html,Chemistry,Chemical Informatics,10M+ screening compounds with vendor availability,SMILES/SDF,GB,Annual,CC-BY-4.0,False,True,False,Intermediate,GPU,Virtual screening ML | Drug-likeness filtering | Diversity selection
CHEM065,ZINC15 Lead-like Library,https://zinc15.docking.org,Chemistry,Medicinal Chemistry,160M lead-like screening molecules with 3D conformers,SMILES/SDF/MOL2,TB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Lead optimization ML | Shape-based virtual screening | Generative molecular design
CHEM066,MaterialsMine Polymer Nanocomposites,https://materialsmine.org,Chemistry,Polymer Chemistry,Nanocomposite structure-property data from literature extraction,JSON/CSV,GB,Continuous,CC-BY-4.0,True,True,False,Intermediate,GPU,Nanocomposite property prediction | Polymer-filler interaction ML | Structure-property extraction NLP
CHEM067,NIH NCATS Chemical Genomics,https://ncats.nih.gov/ncgc,Chemistry,Chemical Biology,High-throughput screening data from NIH Chemical Genomics Center,CSV/SDF,GB,Periodic,US Gov Open Data,True,True,False,Intermediate,GPU,HTS hit identification | Target mechanism prediction | Bioactivity clustering
CHEM068,LOTUS Wikidata Natural Products,https://lotus.naturalproducts.net,Chemistry,Natural Products,Open knowledge graph of natural products and their occurrences,CSV/JSON,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Taxon-to-metabolite prediction | Natural product activity ML | Biosynthesis pathway inference
CHEM069,Chromophore UV-Vis Spectra ML,https://github.com/yiming-su/deep_learning_optical_properties,Chemistry,Spectroscopy,Chromophore structures with computed UV-Vis absorption spectra,CSV/SMILES,GB,Static,MIT,False,True,False,Intermediate,GPU,Optical property prediction | Chromophore design ML | Photochemistry foundation model
CHEM070,NIST Thermochemical Network (ATcT),https://atct.anl.gov,Chemistry,Thermochemistry,Argonne Thermochemical Database: gold-standard heats of formation,CSV/TXT,MB,Periodic,US Gov Open Data,False,True,False,Advanced,CPU,Enthalpy of formation ML | Reaction heat prediction | Combustion thermodynamics ML
CHEM071,Open Babel Chemical Toolkit Data,https://openbabel.org,Chemistry,Chemical Informatics,Chemical structure interconversion tools with built-in data,Various,GB,Per release,GPL-2.0,False,True,False,Beginner,CPU,Structure validation pipeline | Format conversion benchmarking | Chemical featurization testing
CHEM072,EHR Chemical Exposure (CDC NHANES),https://www.cdc.gov/nceh/ehhe,Chemistry,Environmental Chemistry,Environmental chemical exposure data from CDC NHANES,CSV/SAS,GB,Biennial,US Gov Open Data,True,True,False,Intermediate,CPU,Chemical exposure prediction | Population health modeling | Environmental equity analysis
CHEM073,MatPortal Materials Ontologies,https://matportal.org,Chemistry,Materials Chemistry,Materials science ontologies and structured knowledge,OWL/JSON-LD/RDF,GB,Continuous,CC-BY-4.0,True,True,False,Intermediate,CPU,Materials knowledge graph | Ontology-driven ML | Property inference from concepts
CHEM074,ChemRxiv Preprint Data,https://chemrxiv.org,Chemistry,Multi-domain Chemistry,Preprint chemistry papers with supplementary datasets,Various,TB,Continuous,CC-BY-4.0,True,True,False,Varies,Varies,Chemistry literature mining | NLP reaction extraction | Cross-dataset benchmarking
CHEM075,ODDT Open Drug Discovery Toolkit,https://github.com/oddt/oddt,Chemistry,Drug Chemistry,Drug discovery benchmark datasets and ML tools,CSV/SDF/PDB,GB,Per release,BSD-3,False,True,False,Intermediate,GPU,QSAR benchmarking | Virtual screening ML | Drug candidate filter
CHEM076,AFLOW-ML Property Predictions,https://aflow.org/aflow-ml,Chemistry,Materials Chemistry,ML-predicted properties for 3M+ compounds via AFLOW,JSON,TB,Continuous,CC-BY-4.0,True,True,False,Advanced,GPU,Property transfer ML | Multi-task materials prediction | ML-DFT validation
CHEM077,IUPAC Chemical Nomenclature Data,https://iupac.org/what-we-do/databases,Chemistry,Chemical Standards,IUPAC recommendations for chemical nomenclature and standards,XML/JSON,GB,Annual,CC-BY-NC-4.0,True,True,False,Beginner,CPU,Chemical name standardization | Nomenclature ML | Chemical entity extraction
CHEM078,PubChemQC DFT Dataset,https://nakatamaho.riken.jp/pubchemqc.riken.jp,Chemistry,Quantum Chemistry,DFT geometry optimization for 3M+ PubChem molecules,SDF/JSON,TB,Static,CC-BY-4.0,False,True,False,Research,HPC,Large-scale molecular property ML | Geometry optimization surrogate | DFT foundation model
CHEM079,CALPHAD Alloy Thermodynamics,https://www.computherm.com/downloads,Chemistry,Thermodynamics,CALPHAD phase diagram data for alloys and ceramics,TDB/JSON,GB,Periodic,Varies (partially open),False,True,True,Research,GPU,Phase stability prediction | Alloy design ML | Multi-component phase diagram emulation
CHEM080,NIST Standard Reference Materials,https://www.nist.gov/srm,Chemistry,Analytical Chemistry,Certified reference material properties and analytical data,CSV/PDF,MB,Continuous,US Gov Public Domain,False,True,False,Beginner,CPU,Analytical method validation ML | Calibration curve modeling | QC deviation detection
CHEM081,ANI-2x Extended ML Potential,https://github.com/isayev/ANI1_dataset,Chemistry,Quantum Chemistry,Extended ANI dataset covering CHNO SF Cl elements,HDF5,100+ GB,Static,MIT,False,True,False,Advanced,GPU,Multi-element ML potential | Reactive MD simulations | Drug-like molecule energy ML
CHEM082,ZINC Natural Products Subset,https://zinc20.docking.org/substances/subsets/natural-products,Chemistry,Natural Product Chemistry,200k+ natural product structures from ZINC database,SMILES/SDF,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,NP-likeness scoring | Natural product synthesis ML | Bioactivity prediction for NPs
CHEM083,PNNL EMSL Computational Chemistry,https://www.emsl.pnnl.gov,Chemistry,Computational Chemistry,DFT calculations from PNNL for catalysis and energy storage,JSON/HDF5,TB,Periodic,US Gov Open Data,False,True,True,Research,HPC,Heterogeneous catalyst ML | Battery interface modeling | Solvation shell prediction
CHEM084,Figshare Chemistry Datasets,https://figshare.com/categories/chemistry,Chemistry,Multi-domain Chemistry,"Open chemistry research data, supplementary datasets",Various,TB,Continuous,CC-BY-4.0,True,True,False,Varies,Varies,Dataset discovery | Reproducible research | Cross-paper meta-analysis
CHEM085,REAXFF Reactive Force Field Params,https://github.com/charlesreid1/reaxff,Chemistry,Computational Chemistry,ReaxFF reactive force field parameter sets for materials,ffield/JSON,MB,Per publication,Open Academic,False,True,False,Research,HPC,Reactive MD simulation | Chemical bond dissociation ML | Combustion modeling
CHEM086,PharmMapper Pharmacophore DB,http://lilab-ecust.cn/pharmmapper,Chemistry,Medicinal Chemistry,Pharmacophore features and target mappings for drug compounds,XML/JSON,GB,Annual,Free for academic,True,True,True,Intermediate,GPU,Target prediction from pharmacophore | Scaffold hopping ML | 3D pharmacophore modeling
CHEM087,XtalOpt Crystal Prediction Data,https://xtalopt.github.io,Chemistry,Crystal Chemistry,Random structure prediction results for materials discovery,CIF/JSON,GB,Per study,GPL-3.0,False,True,False,Research,HPC,Crystal structure prediction ML | Energy landscape exploration | Random structure sampling
CHEM088,Polymer Informatics @ Khazana,https://khazana.gatech.edu,Chemistry,Polymer Chemistry,Khazana polymer property database for ML models,CSV/JSON,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Polymer property prediction | Dielectric constant ML | Coarse-grained model training
CHEM089,Open PHACTS Linked Pharmacology,https://www.ebi.ac.uk/chembl,Chemistry,Pharmaceutical Chemistry,Linked open pharmacological data via ChEMBL and partners,JSON-LD/RDF,GB,Quarterly,CC-BY-SA-3.0,True,True,False,Intermediate,GPU,Drug-target knowledge graph | Polypharmacology modeling | Drug safety prediction
CHEM090,Harvard Dataverse Chemistry,https://dataverse.harvard.edu,Chemistry,Multi-domain Chemistry,Harvard open repository with chemistry research datasets,Various,TB,Continuous,CC-BY-4.0/CC0,True,True,False,Varies,Varies,Cross-paper replication | Data-driven chemistry | Multi-fidelity dataset merging
CHEM091,STOUT Chemical Translation,https://github.com/Kohulan/STOUT,Chemistry,Chemistry NLP,SMILES-to-IUPAC name translation training datasets,CSV/SMILES,GB,Periodic,MIT,False,True,False,Intermediate,GPU,Chemical name generation ML | Structure-to-name NLP | Chemical language model finetuning
CHEM092,NMPDB Novel Material Properties (NIMS),https://nmpdb.nims.go.jp,Chemistry,Materials Chemistry,Experimental material properties from Japanese research database,CSV/JSON,GB,Annual,CC-BY-4.0,True,True,True,Advanced,GPU,Hardness and strength prediction | Thermal conductivity ML | Novel alloy design
